1005-104,104,1,263,8,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1005
1005-105,105,1,1058,35,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1005
1005-107,107,1,482,16,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1005
1005-108,108,1,449,14,700,Support Facilities,Support Facilities,College of Tropical Agriculture & Human Resources,1005
1005-109,109,1,448,14,700,Support Facilities,Support Facilities,College of Tropical Agriculture & Human Resources,1005
1005-109A,109A,1,180,6,700,Support Facilities,Support Facilities,College of Tropical Agriculture & Human Resources,1005
1005-106,106,1,79,2,XXX,Building Service,Building Service Area,Nonassignable,1005
1005-110,110,1,101,3,YYY,Mechanical,Mechanical Area,Nonassignable,1005
1007-108,108,1,163,5,XXX,Building Service,Building Service Area,Nonassignable,1007
1007-109,109,1,26,0,XXX,Building Service,Building Service Area,Nonassignable,1007
1007-110,110,1,191,6,XXX,Building Service,Building Service Area,Nonassignable,1007
1007-111,111,1,47,1,YYY,Mechanical,Mechanical Area,Nonassignable,1007
1007-112,112,1,99,3,YYY,Mechanical,Mechanical Area,Nonassignable,1007
1007-100PC1,100PC1,1,425,14,WWW,Circulation,Circulation Area,Nonassignable,1007
1007-100PC2,100PC2,1,171,5,WWW,Circulation,Circulation Area,Nonassignable,1007
1007-100PC3,100PC3,1,137,4,WWW,Circulation,Circulation Area,Nonassignable,1007
1007-100PC4,100PC4,1,200,6,WWW,Circulation,Circulation Area,Nonassignable,1007
1007-101,101,1,180,6,310,Office Facilities,Office,Vice Chancellor for Academic Affairs,1007
1007-102,102,1,189,6,310,Office Facilities,Office,Vice Chancellor for Academic Affairs,1007
1007-103,103,1,189,6,310,Office Facilities,Office,Vice Chancellor for Academic Affairs,1007
1007-104,104,1,201,6,310,Office Facilities,Office,Vice Chancellor for Academic Affairs,1007
1007-105,105,1,460,15,310,Office Facilities,Office,Vice Chancellor for Academic Affairs,1007
1007-106,106,1,726,24,110,Classroom,Classroom Facilities,Vice Chancellor for Academic Affairs,1007
1007-107,107,1,366,12,420,Study Facilities,Stack Space,Vice Chancellor for Academic Affairs,1007
1007-113,113,1,408,13,315,Office Facilities,Office Service,Vice Chancellor for Academic Affairs,1007
1007-114,114,1,483,16,110,Classroom,Classroom Facilities,Vice Chancellor for Academic Affairs,1007
1007-115,115,1,273,9,350,Office Facilities,Conference,Vice Chancellor for Academic Affairs,1007
1009-1,1,,0,0,500,Special Use Facilities,Special Use Facilities,College of Tropical Agriculture & Human Resources,1009
1009-2,2,,0,0,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1009
1009-3,3,,0,0,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1009
1009-4,4,,0,0,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1009
1009-5,5,,0,0,500,Special Use Facilities,Special Use Facilities,College of Tropical Agriculture & Human Resources,1009
1009-6,6,,0,0,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1009
1009-7,7,,0,0,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1009
1010-101,101,1,632,21,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1010
1010-102,102,1,574,19,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-103,103,1,234,7,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1010
1010-104,104,1,191,6,310,Office Facilities,Office,College of Tropical Agriculture & Human Resources,1010
1010-105,105,1,21,0,315,Office Facilities,Office Service,College of Tropical Agriculture & Human Resources,1010
1010-108,108,1,49,1,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1010
1010-109,109,1,44,1,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1010
1010-110,110,1,143,4,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1010
1010-111,111,1,232,7,250,Research Laboratory,Research Lab,College of Tropical Agriculture & Human Resources,1010
1010-100A,100A,1,12,0,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-100B,100B,1,197,6,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M200A,M200A,2,449,14,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M200B,M200B,2,211,7,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M201,M201,2,120,4,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M202,M202,2,80,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M203,M203,2,79,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M204,M204,2,82,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M205,M205,2,81,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M206,M206,2,72,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M207,M207,2,71,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M208,M208,2,80,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M209,M209,2,60,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M210,M210,2,79,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M211,M211,2,60,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M212,M212,2,92,3,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M213,M213,2,60,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-M214,M214,2,61,2,255,Research Laboratory,Research Lab Service,College of Tropical Agriculture & Human Resources,1010
1010-106,106,1,26,0,XXX,Building Service,Building Service Area,Nonassignable,1010
1010-107,107,1,26,0,XXX,Building Service,Building Service Area,Nonassignable,1010
1010-100S1,100S1,1,17,0,WWW,Circulation,Circulation Area,Nonassignable,1010
1010-M200S1,M200S1,2,28,0,WWW,Circulation,Circulation Area,Nonassignable,1010
1014-104,104,1,37,1,315,Office Facilities,Office Service,College of Social Sciences,1014
1014-105,105,1,292,9,250,Research Laboratory,Research Lab,College of Social Sciences,1014
1014-107,107,1,677,22,310,Office Facilities,Office,College of Social Sciences,1014
1014-108,108,1,843,28,410,Study Facilities,Study Facilities,College of Social Sciences,1014
1014-109,109,1,164,5,310,Office Facilities,Office,College of Social Sciences,1014
1014-110,110,1,164,5,315,Office Facilities,Office Service,College of Social Sciences,1014
1014-111,111,1,153,5,310,Office Facilities,Office,College of Social Sciences,1014
1014-112,112,1,396,13,220,Open Laboratory,Class/Open Laboratory,College of Social Sciences,1014
1014-113,113,1,217,7,310,Office Facilities,Office,College of Social Sciences,1014
1014-114,114,1,209,6,410,Study Facilities,Study Facilities,College of Social Sciences,1014
1014-115,115,1,138,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-116,116,1,688,22,110,Classroom,Classroom Facilities,College of Social Sciences,1014
1014-117,117,1,39,1,315,Office Facilities,Office Service,College of Social Sciences,1014
1014-118,118,1,164,5,310,Office Facilities,Office,College of Social Sciences,1014
1014-119,119,1,428,14,110,Classroom,Classroom Facilities,College of Social Sciences,1014
1014-204,204,2,112,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-205,205,2,111,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-206,206,2,111,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-207,207,2,111,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-208,208,2,111,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-209,209,2,112,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-210,210,2,120,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-211,211,2,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-212,212,2,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-213,213,2,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-214,214,2,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-215,215,2,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-216,216,2,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-217,217,2,120,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-218,218,2,197,6,310,Office Facilities,Office,College of Social Sciences,1014
1014-219,219,2,169,5,310,Office Facilities,Office,College of Social Sciences,1014
1014-220,220,2,137,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-221,221,2,164,5,310,Office Facilities,Office,College of Social Sciences,1014
1014-222,222,2,334,11,310,Office Facilities,Office,College of Social Sciences,1014
1014-223,223,2,233,7,310,Office Facilities,Office,College of Social Sciences,1014
1014-224,224,2,37,1,310,Office Facilities,Office,College of Social Sciences,1014
1014-225,225,2,98,3,315,Office Facilities,Office Service,College of Social Sciences,1014
1014-226,226,2,291,9,350,Office Facilities,Conference,College of Social Sciences,1014
1014-227,227,2,97,3,315,Office Facilities,Office Service,College of Social Sciences,1014
1014-228,228,2,80,2,315,Office Facilities,Office Service,College of Social Sciences,1014
1014-229,229,2,299,9,600,General Use Facilities,General Use Facilities,College of Social Sciences,1014
1014-230,230,2,143,4,220,Open Laboratory,Class/Open Laboratory,College of Social Sciences,1014
1014-231,231,2,215,7,700,Support Facilities,Support Facilities,College of Social Sciences,1014
1014-232,232,2,220,7,310,Office Facilities,Office,College of Social Sciences,1014
1014-233,233,2,172,5,250,Research Laboratory,Research Lab,College of Social Sciences,1014
1014-235,235,2,146,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-236,236,2,140,4,250,Research Laboratory,Research Lab,College of Social Sciences,1014
1014-237,237,2,140,4,250,Research Laboratory,Research Lab,College of Social Sciences,1014
1014-238,238,2,141,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-239,239,2,140,4,250,Research Laboratory,Research Lab,College of Social Sciences,1014
1014-240,240,2,140,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-241,241,2,292,9,250,Research Laboratory,Research Lab,College of Social Sciences,1014
1014-243,243,2,367,12,430,Study Facilities,Stack Space,College of Social Sciences,1014
1014-245,245,2,156,5,310,Office Facilities,Office,College of Social Sciences,1014
1014-246,246,2,193,6,250,Research Laboratory,Research Lab,College of Social Sciences,1014
1014-247,247,2,892,29,310,Office Facilities,Office,College of Social Sciences,1014
1014-248,248,2,141,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-304,304,3,112,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-305,305,3,111,3,250,Research Laboratory,Research Lab,College of Social Sciences,1014
1014-306,306,3,111,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-307,307,3,111,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-308,308,3,111,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-309,309,3,112,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-310,310,3,120,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-311,311,3,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-312,312,3,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-313,313,3,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-314,314,3,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-315,315,3,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-316,316,3,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-317,317,3,120,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-318,318,3,166,5,310,Office Facilities,Office,College of Social Sciences,1014
1014-319,319,3,153,5,310,Office Facilities,Office,College of Social Sciences,1014
1014-320,320,3,146,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-321,321,3,191,6,310,Office Facilities,Office,College of Social Sciences,1014
1014-322,322,3,174,5,310,Office Facilities,Office,College of Social Sciences,1014
1014-323,323,3,80,2,315,Office Facilities,Office Service,College of Social Sciences,1014
1014-324,324,3,209,6,310,Office Facilities,Office,College of Social Sciences,1014
1014-325,325,3,147,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-326,326,3,585,19,420,Study Facilities,Stack Space,College of Social Sciences,1014
1014-327,327,3,47,1,315,Office Facilities,Office Service,College of Social Sciences,1014
1014-328,328,3,407,13,600,General Use Facilities,General Use Facilities,College of Social Sciences,1014
1014-329,329,3,312,10,210,Class Laboratory,Class/Open Laboratory,College of Social Sciences,1014
1014-330,330,3,312,10,310,Office Facilities,Office,College of Social Sciences,1014
1014-332,332,3,109,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-333,333,3,108,3,250,Research Laboratory,Research Lab,College of Social Sciences,1014
1014-334,334,3,108,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-335,335,3,108,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-336,336,3,108,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-337,337,3,108,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-338,338,3,108,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-339,339,3,345,11,315,Office Facilities,Office Service,College of Social Sciences,1014
1014-340,340,3,252,8,310,Office Facilities,Office,College of Social Sciences,1014
1014-341,341,3,251,8,310,Office Facilities,Office,College of Social Sciences,1014
1014-342,342,3,909,30,220,Open Laboratory,Class/Open Laboratory,College of Social Sciences,1014
1014-343,343,3,251,8,310,Office Facilities,Office,College of Social Sciences,1014
1014-344,344,3,137,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-345,345,3,769,25,110,Classroom,Classroom Facilities,College of Social Sciences,1014
1014-346,346,3,897,29,310,Office Facilities,Office,College of Social Sciences,1014
1014-347,347,3,186,6,350,Office Facilities,Conference,College of Social Sciences,1014
1014-404,404,4,112,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-405,405,4,111,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-406,406,4,111,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-407,407,4,111,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-408,408,4,111,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-409,409,4,112,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-410,410,4,120,4,310,Office Facilities,Office,College of Social Sciences,1014
1014-411,411,4,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-412,412,4,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-413,413,4,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-414,414,4,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-415,415,4,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-416,416,4,119,3,310,Office Facilities,Office,College of Social Sciences,1014
1014-417,417,4,227,7,250,Research Laboratory,Research Lab,College of Social Sciences,1014
1014-418,418,4,115,3,310,Office Facilities,Office,College of Social Sciences,1014
